scan,label
/data/PANORAMA/amos22/amos22/images/amos_0159.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0159.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0391.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0391.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0396.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0396.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0081.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0081.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0301.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0301.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0110.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0110.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0161.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0161.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0111.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0111.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0302.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0302.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0350.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0350.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0052.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0052.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0097.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0097.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0297.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0297.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0352.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0352.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0370.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0370.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0137.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0137.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0094.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0094.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0105.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0105.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0064.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0064.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0245.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0245.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0016.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0016.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0402.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0402.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0203.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0203.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0019.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0019.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0070.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0070.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0242.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0242.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0401.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0401.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0108.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0108.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0109.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0109.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0172.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0172.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0150.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0150.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0025.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0025.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0153.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0153.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0198.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0198.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0117.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0117.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0083.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0083.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0299.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0299.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0258.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0258.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0377.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0377.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0042.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0042.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0189.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0189.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0027.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0027.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0154.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0154.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0223.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0223.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0372.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0372.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0293.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0293.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0029.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0029.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0102.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0102.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0365.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0365.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0162.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0162.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0348.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0348.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0307.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0307.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0181.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0181.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0226.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0226.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0034.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0034.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0194.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0194.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0376.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0376.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0279.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0279.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0132.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0132.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0085.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0085.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0063.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0063.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0280.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0280.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0349.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0349.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0238.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0238.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0138.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0138.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0056.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0056.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0274.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0274.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0408.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0408.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0001.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0001.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0054.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0054.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0308.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0308.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0342.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0342.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0384.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0384.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0175.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0175.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0361.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0361.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0141.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0141.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0206.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0206.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0208.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0208.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0156.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0156.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0228.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0228.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0351.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0351.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0184.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0184.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0186.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0186.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0013.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0013.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0060.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0060.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0410.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0410.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0381.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0381.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0346.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0346.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0098.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0098.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0392.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0392.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0321.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0321.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0084.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0084.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0326.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0326.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0244.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0244.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0310.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0310.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0395.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0395.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0076.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0076.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0289.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0289.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0174.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0174.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0323.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0323.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0147.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0147.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0077.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0077.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0200.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0200.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0018.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0018.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0353.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0353.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0216.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0216.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0214.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0214.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0374.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0374.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0022.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0022.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0320.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0320.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0075.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0075.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0311.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0311.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0600.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0600.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0167.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0167.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0276.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0276.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0304.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0304.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0278.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0278.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0129.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0129.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0218.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0218.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0057.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0057.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0119.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0119.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0255.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0255.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0330.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0330.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0231.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0231.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0103.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0103.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0079.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0079.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0193.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0193.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0106.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0106.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0378.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0378.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0233.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0233.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0336.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0336.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0048.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0048.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0313.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0313.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0152.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0152.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0207.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0207.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0087.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0087.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0128.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0128.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0259.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0259.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0204.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0204.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0309.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0309.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0124.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0124.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0009.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0009.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0149.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0149.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0036.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0036.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0284.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0284.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0072.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0072.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0363.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0363.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0272.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0272.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0215.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0215.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0005.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0005.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0390.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0390.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0188.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0188.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0202.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0202.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0397.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0397.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0120.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0120.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0224.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0224.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0125.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0125.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0011.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0011.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0015.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0015.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0362.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0362.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0317.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0317.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0038.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0038.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0332.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0332.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0041.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0041.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0371.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0371.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0195.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0195.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0155.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0155.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0090.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0090.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0086.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0086.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0400.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0400.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0160.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0160.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0273.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0273.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0388.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0388.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0030.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0030.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0180.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0180.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0023.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0023.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0250.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0250.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0032.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0032.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0296.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0296.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0089.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0089.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0190.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0190.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0333.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0333.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0212.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0212.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0263.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0263.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0099.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0099.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0185.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0185.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0367.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0367.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0134.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0134.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0158.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0158.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0339.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0339.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0066.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0066.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0157.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0157.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0196.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0196.nii.gz
